filter_no,date,permeability_raw,maintenance_type,is_mid_maintenance,is_big_maintenance,missing_before_interpolation,permeability_interp,is_outlier_corrected,permeability_clean,permeability_ma7,local_decline_7d,permeability_ma15,local_decline_15d,permeability_ma30,local_decline_30d,cum_mid_maintenance,cum_big_maintenance,day_index,recent_mid_maintenance,recent_big_maintenance,season_sin,season_cos,decay_mid_maintenance,decay_big_maintenance,fitted_permeability
A10,2025-02-03,89.032264761669,,0,0,0,89.032264761669,0,89.032264761669,89.71697187490349,-0.329470874402704,91.62150821961951,-0.4762108471777357,82.68039688349526,0.4356078695025393,4,1,305.0,0,0,-0.858763958275803,0.5123714121284235,2.6833693623796435,0.4755858767438104,93.76715050937403
A10,2025-02-04,88.26863071632096,,0,0,0,88.26863071632096,0,88.26863071632096,89.26720182906888,-0.4497700458346218,91.14336773877714,-0.47814048084239,83.12951199157374,0.449115108078458,4,1,306.0,0,0,-0.8498170915275277,0.5270777086423724,2.6730560662803566,0.47375800390741934,93.42809670807081
A10,2025-02-05,87.77429584023234,,0,0,0,87.77429584023234,0,87.77429584023234,88.94607017758487,-0.3211316514840052,90.71369953024718,-0.4296682085299513,83.55969850132409,0.4301865097503461,4,1,307.0,0,0,-0.8406184056344783,0.5416278206559811,2.6627824084350955,0.47193715634084676,93.09341885200156
A10,2025-02-06,87.01188156363713,,0,0,0,87.01188156363713,0,87.01188156363713,88.57640167054056,-0.3696685070443156,90.26550568014122,-0.4481938501059706,84.00914680477884,0.449448303454768,4,1,308.0,0,0,-0.8311706263658079,0.5560174366570446,2.652548236497689,0.4701233070430809,92.76311612357875
A10,2025-02-07,86.67166546336858,,0,0,0,86.67166546336858,0,86.67166546336858,88.1783914474321,-0.3980102231084532,89.77069021839891,-0.4948154617423029,84.4475535577389,0.438406752960042,4,1,309.0,0,0,-0.8214765533024145,0.5702422926917867,2.6423533987074928,0.46831642911688615,92.43718657980955
A10,2025-02-08,85.3551682148294,,0,0,0,85.3551682148294,0,85.3551682148294,87.61257077279228,-0.5658206746398236,89.2681436680545,-0.5025465503444139,84.87974714019123,0.4321935824523393,4,1,310.0,0,0,-0.8115390590073611,0.5842981736283683,2.6321977438871436,0.4665164957684037,92.11562715221422
A10,2025-02-09,84.32675723225262,,0,0,0,84.32675723225262,0,84.32675723225262,86.92009482747287,-0.6924759453194237,88.7261973859911,-0.5419462820633887,85.30777482668827,0.428027686497037,4,1,311.0,0,0,-0.801361088174677,0.5981809144059158,2.622081121440315,0.464723480306755,91.79843364708061
A10,2025-02-10,84.22616151111575,,0,0,0,84.22616151111575,0,84.22616151111575,86.23350864882241,-0.6865861786504642,88.19946163657127,-0.5267357494198298,85.74470146929939,0.4369266426111162,4,1,312.0,0,0,-0.7909456567567774,0.6118864012687242,2.6120033813494827,0.46293735614364523,91.4856007460544
A10,2025-02-11,83.50952851862415,,0,0,0,83.50952851862415,0,83.50952851862415,85.55363690629429,-0.679871742528115,87.67752614564704,-0.5219354909242516,86.16942925034792,0.42472778104854,4,1,313.0,0,0,-0.780295851070776,0.6254105729852457,2.6019643741737033,0.46115809679296965,91.17712200706531
A10,2025-02-12,82.28959151163927,,0,0,0,82.28959151163927,0,82.28959151163927,84.77010771649527,-0.7835291897990098,87.06903084394543,-0.6084953017016024,86.50713688075224,0.3377076304043044,4,1,314.0,0,0,-0.7694148268839381,0.6387494220515268,2.591963951046396,0.45938567587042034,90.87298986558862
A10,2025-02-13,81.37664783901324,,0,0,0,81.37664783901324,0,81.37664783901324,83.9650743272633,-0.805033389231984,86.49265953983829,-0.5763713041071422,86.90902446961968,0.4018875888674548,4,1,315.0,0,0,-0.7583058084785625,0.6518989958787125,2.582001963673136,0.4576200670930953,90.57319563624193
A10,2025-02-14,80.35967593818178,,0,0,0,80.35967593818178,0,80.35967593818178,83.06336153795088,-0.9017127893124004,85.87666719485392,-0.6159923449843707,87.30866947274426,0.3996450031245814,4,1,316.0,0,0,-0.7469720876965551,0.6648553979642866,2.5720782643294546,0.4558612442791084,90.27772951471641
A10,2025-02-15,79.01889976661428,,0,0,0,79.01889976661428,0,79.01889976661428,82.15818033106302,-0.9051812068878746,85.18074471095302,-0.6959224839008982,87.66867054910426,0.3600010763599944,4,1,317.0,0,0,-0.7354170229639858,0.6776147890466887,2.56219270585865,0.4541091813472016,89.98658058004219
A10,2025-02-16,78.26542414643927,,0,0,0,78.26542414643927,0,78.26542414643927,81.29227560451825,-0.8659047265447636,84.44404545822843,-0.7366992527245931,88.02673029045218,0.3580597413479144,4,1,318.0,0,0,-0.7236440382959124,0.690173388242972,2.5523451416696044,0.4523638523163576,89.69973679718697
A10,2025-02-17,78.06542678210276,,0,0,0,78.06542678210276,0,78.06542678210276,80.41217064323068,-0.8801049612875695,83.70346798706937,-0.7405774711590548,87.90059352693332,-0.1261367635188558,4,1,319.0,0,0,-0.711656622281775,0.7025274741691566,2.5425354257346084,0.45062523130541515,89.41718501998741
A10,2025-02-18,77.73316493264737,,0,0,0,77.73316493264737,0,77.73316493264737,79.586975845234,-0.825194797996683,82.9501946651346,-0.7532733219347753,87.28585144237705,-0.6147420845562555,4,1,320.0,0,0,-0.6994583270516471,0.7146733860429608,2.5327634125872,0.4488932925326847,89.13891099441189
A10,2025-02-19,77.11967113929713,,0,0,0,77.11967113929713,0,77.11967113929713,78.84841579204226,-0.7385600531917353,82.20693069333302,-0.7432639718015888,86.67514921605508,-0.6107022263219893,4,1,321.0,0,0,-0.6870527672236675,0.7266075247685652,2.523028957320003,0.44716801031556647,88.86489936215433
A10,2025-02-20,76.60432059066119,,0,0,0,76.60432059066119,0,76.60432059066119,78.1666547565634,-0.6817610354788651,81.46226567669493,-0.7446650166380768,86.08798260347106,-0.587166612584014,4,1,322.0,0,0,-0.6744436188329457,0.7383263540031063,2.51333191558258,0.4454493590701697,88.59513366455745
A10,2025-02-21,76.09539331557355,,0,0,0,76.09539331557355,0,76.09539331557355,77.55747152476222,-0.6091832318011764,80.73449979349068,-0.7277658832042391,85.50000273681596,-0.5879798666551049,4,1,323.0,0,0,-0.661634618242279,0.749826401204568,2.503672143579294,0.4437373133109328,88.3295963468646
A10,2025-02-22,75.49319427432097,,0,0,0,75.49319427432097,0,75.49319427432097,77.05379931157746,-0.5036722131847589,79.98926838088752,-0.7452314126031742,84.87997929964321,-0.6200234371727386,4,1,324.0,0,0,-0.6486295610349818,0.7611042586607742,2.4940494980671715,0.44203184765024595,88.06826876279857
A10,2025-02-23,74.54027274168699,,0,0,0,74.54027274168699,0,74.54027274168699,76.52163482518428,-0.5321644863931831,79.26827534934469,-0.7209930315428276,84.2682095086996,-0.6117697909436207,4,1,325.0,0,0,-0.6354323008901775,0.7721565844991641,2.484463836353782,0.4403329367980743,87.81113117946661
A10,2025-02-24,,中维护,1,0,1,84.24864861323587,0,84.24864861323587,77.40495222963186,0.8833174044475872,79.26306810807691,-0.005207241267783,83.994632747034,-0.2735767616655858,5,1,326.0,1,0,-0.622046748440868,0.7829801036770624,2.474915016295121,0.4386405555615829,87.5581627825895
A10,2025-02-25,93.95702448478475,,0,0,0,93.95702448478475,0,93.95702448478475,79.72264645136578,2.317694221733912,79.91179230632152,0.6487241982446004,84.0556269714464,0.0609942244123852,5,1,327.0,1,0,-0.6084768701151264,0.7935716089521472,3.4615594835140775,0.43695467884476347,98.8474217973453
A10,2025-02-26,93.1833911756824,,0,0,0,93.1833911756824,0,93.1833911756824,82.01746359942082,2.2948171480550394,80.55671648345873,0.6449241771372167,84.11712131455288,0.0614943431064825,5,1,328.0,1,0,-0.594726686960764,0.8039279618328208,3.4482552815584007,0.43527528164806206,98.5583794285105
A10,2025-02-27,92.3325353081134,,0,0,0,92.3325353081134,0,92.3325353081134,84.2643514161997,2.2468878167788864,81.22624606989034,0.669529586431608,84.14763845691787,0.0305171423650027,5,1,329.0,1,0,-0.5808002734538013,0.8140460935082175,3.43500221314254,0.4336023390680082,98.27360781056161
A10,2025-02-28,90.7135952892045,,0,0,0,90.7135952892045,0,90.7135952892045,86.35266598386126,2.0883145676615658,81.84870923323642,0.6224631633460841,84.17068438653736,0.0230459296194709,5,1,330.0,1,0,-0.5667017562911184,0.8239230057575536,3.421800081739195,0.43193582629684574,97.99308120733102
A10,2025-03-01,91.61757068642436,,0,0,0,91.61757068642436,0,91.61757068642436,88.65614832844747,2.3034823445862003,82.59923554978592,0.7505263165495061,84.23795137231991,0.0672669857825676,5,1,331.0,1,0,-0.5524353131676203,0.8335557718385695,3.4086486915764023,0.43027571862216507,97.71677283473602
A10,2025-03-02,90.8142811267776,,0,0,0,90.8142811267776,0,90.8142811267776,90.9810066691747,2.32485834072723,83.38559430713013,0.7863587573442212,84.28316950904157,0.0452181367216615,5,1,332.0,1,0,-0.5380051715382992,0.8429415373547832,3.395547847634628,0.42862199142653645,97.44465486790847
A10,2025-03-03,92.04023648538625,,0,0,0,92.04023648538625,0,92.04023648538625,92.09409065091047,1.1130839817357656,84.3039151297266,0.918320822596464,84.3739802939775,0.0908107849359353,5,1,333.0,1,0,-0.5234156073655503,0.8520775211013093,3.382497355643881,0.4269746201871452,97.17669844863595
A10,2025-03-04,91.21865796145116,,0,0,0,91.21865796145116,0,91.21865796145116,91.70289543329136,-0.3911952176190831,85.18079720834983,0.8768820786232273,84.4421325977096,0.0681523037320862,5,1,334.0,0,0,-0.5086709438521042,0.8609610158889945,3.3694970220808282,0.4253335804754279,96.91287369311232
A10,2025-03-05,90.7153330223933,,0,0,0,90.7153330223933,0,90.7153330223933,91.35031569710723,-0.3525797361841581,86.04627508099956,0.8654778726497284,84.49823487306708,0.0561022753574765,5,1,335.0,0,0,-0.4937755501599773,0.8695893893466109,3.3565466541659292,0.4236988479567101,96.65314969999508
A10,2025-03-06,90.79979362682865,,0,0,0,90.79979362682865,0,90.79979362682865,91.13135259978084,-0.2189630973263945,86.95828324683498,0.9120081658354338,84.582606970084,0.0843720970169224,5,1,336.0,0,0,-0.4787338401157883,0.8779600847008883,3.343646059860572,0.4220703983898457,96.39749455876756
A10,2025-03-07,90.22052548954434,,0,0,0,90.22052548954434,0,90.22052548954434,91.06091405697224,-0.0704385428085946,87.86603024009386,0.907746993258877,84.6641479583944,0.0815409883104,5,1,337.0,0,0,-0.4635502709028512,0.8860706215341378,3.330795047864231,0.42044820762685725,96.14587535840298
A10,2025-03-08,89.56759136723666,,0,0,0,89.56759136723666,0,89.56759136723666,90.76805986851684,-0.2928541884553876,88.76417677687141,0.8981465367775409,84.74933828518105,0.0851903267866509,5,1,338.0,0,0,-0.4482293417404106,0.893918596519257,3.3179934276116243,0.418832251612578,95.89825819632806
A10,2025-03-09,91.005288436159,,0,0,0,91.005288436159,0,91.005288436159,90.79534662699992,0.0272867584830558,89.79831638766062,1.0341396107892014,84.89379238427406,0.1444540990930136,5,1,339.0,0,0,-0.4327755925504317,0.9015016841318838,3.3052410092698947,0.4172225063842949,95.65460818768366
A10,2025-03-10,90.47699226083954,,0,0,0,90.47699226083954,0,90.47699226083954,90.57202602349324,-0.2233206035066704,90.86076435560412,1.062447967943503,85.0645198524744,0.1707274682003377,5,1,340.0,0,0,-0.4171936026123169,0.9088176373395028,3.292537603735788,0.4156189480713939,95.41488947487932
A10,2025-03-11,88.58969834959673,,0,0,0,88.58969834959673,0,88.58969834959673,90.19646036465689,-0.3755656588363487,91.1501676713615,0.2894033157573906,85.2066178897192,0.1420980372448037,5,1,341.0,0,0,-0.4014879892059737,0.9158642882672868,3.2798830226328533,0.41402155289500525,95.17906523743903
A10,2025-03-12,89.0500029330667,,0,0,0,89.0500029330667,0,89.0500029330667,89.95855606618166,-0.2379042984752288,90.82303290124696,-0.3271347701145373,85.36741260378425,0.1607947140650315,5,1,342.0,0,0,-0.3856634062436074,0.9226395488404876,3.267277078308648,0.4124302971676513,94.94709770213561
A10,2025-03-13,87.88500659844615,,0,0,0,87.88500659844615,0,87.88500659844615,89.54215791926988,-0.4163981469117824,90.46980726276456,-0.3532256384824165,85.51326187311163,0.1458492693274,5,1,343.0,0,0,-0.3697245428906732,0.9291414114031744,3.254719583831955,0.41084515729289517,94.71894815340985
A10,2025-03-14,87.47540168016226,,0,0,0,87.47540168016226,0,87.47540168016226,89.14999737507243,-0.3921605441974399,90.14599835423448,-0.3238089085300752,85.6861222120624,0.1728603389507663,5,1,344.0,0,0,-0.3536761221763721,0.935367949313148,3.2422103529900106,0.4092661097649909,94.49457694407258
A10,2025-03-15,88.02916128480054,,0,0,0,88.02916128480054,0,88.02916128480054,88.93022164901014,-0.2197757260623031,89.96703608727421,-0.1789622669602645,85.90787266025532,0.2217504481929097,5,1,345.0,0,0,-0.3375228995941134,0.941317317512847,3.229749200285746,0.4076931311685346,94.27394350628515
A10,2025-03-16,87.36699997106871,,0,0,0,87.36699997106871,0,87.36699997106871,88.41046615399723,-0.5197554950128976,89.6836647062505,-0.2833713810237109,86.14145012801822,0.2335774677628976,5,1,346.0,0,0,-0.3212696616923651,0.9469877530760752,3.21733594093503,0.40612619817811774,94.05700636281578
A10,2025-03-17,87.08082975776865,,0,0,0,87.08082975776865,0,87.08082975776865,87.92530008212997,-0.485166071867269,89.43476794831658,-0.2488967579339297,86.41018112772335,0.2687309997051457,5,1,347.0,0,0,-0.3049212246562894,0.9523775757303972,3.2049703908639384,0.40456528755798077,93.84372313856882
A10,2025-03-18,86.1125655046781,,0,0,0,86.1125655046781,0,86.1125655046781,87.5714239614273,-0.3538761207026612,89.03958988293603,-0.3951780653805419,86.67175250633132,0.261571378607961,5,1,348.0,0,0,-0.2884824328806098,0.9574851883550388,3.1926523667060134,0.4030103761616688,93.63405057238217
A10,2025-03-19,86.67167336857216,,0,0,0,86.67167336857216,0,86.67167336857216,87.23166259507093,-0.3397613663563622,88.73645757674409,-0.3031323061919342,86.95862739254696,0.2868748862156465,5,1,349.0,0,0,-0.2719581575341052,0.9623090774541488,3.180381685799555,0.40146144093168823,93.42794452909095
A10,2025-03-20,85.15939379823494,,0,0,0,85.15939379823494,0,85.15939379823494,86.84228933789791,-0.3893732571730299,88.36606162846687,-0.3703959482772234,87.20616835473324,0.2475409621862525,5,1,350.0,0,0,-0.2553532951161881,0.9668478136052772,3.1681581661849045,0.3999184588991651,93.2253600118525
A10,2025-03-21,85.64302605057146,,0,0,0,85.64302605057146,0,85.64302605057146,86.58052139081352,-0.2617679470844,88.02227712338306,-0.3437845050838111,87.49028018510903,0.2841118303758113,5,1,351.0,0,0,-0.2386727660059499,0.9711000518829505,3.15598162660175,0.3983814071835042,93.02625117473002
A10,2025-03-22,87.17660464768288,,0,0,0,87.17660464768288,1,85.49870022871816,86.21902695423032,-0.3614944365831962,87.70748877266132,-0.3147883507217452,87.78675950637759,0.2964793212685658,5,1,352.0,0,0,-0.2219215130041667,0.9750645322571944,3.1438518864864395,0.3968502629920499,92.83057133553038
A10,2025-03-23,85.11749383526865,,0,0,0,85.11749383526865,0,85.11749383526865,85.8976689348303,-0.3213580194000087,87.41081560386345,-0.2966731687978675,88.08749619036742,0.3007366839898367,5,1,353.0,0,0,-0.2051044998686192,0.9787400799669153,3.1317687659692988,0.39532500361974815,92.6382729888928
A10,2025-03-24,84.67449010268109,,0,0,0,84.67449010268109,0,84.67449010268109,85.55390612696065,-0.3437628078696519,86.98876238163159,-0.4220532222318601,88.39353938464612,0.3060431942786706,5,1,354.0,0,0,-0.1882267098432439,0.9821256058680006,3.119732085871969,0.39380560644880985,92.44930781962421
A10,2025-03-25,84.04821979801602,,0,0,0,84.04821979801602,0,84.04821979801602,85.25899959743751,-0.2949065295231544,86.56017755077669,-0.4285848308549011,88.71047095319041,0.316931568544301,5,1,355.0,0,0,-0.1712931441814778,0.9852201067560606,3.107741667704747,0.3922920489483754,92.26362671627746
A10,2025-03-26,84.07839117622434,,0,0,0,84.07839117622434,0,84.07839117622434,84.88853071281639,-0.3704688846211163,86.25942373921853,-0.3007538115581591,88.70479570529002,-0.0056752479003842,5,1,356.0,0,0,-0.154308820664281,0.9880226656636976,3.0957973336639397,0.39078430867418046,92.08117978496847
A10,2025-03-27,83.6309485375104,,0,0,0,83.6309485375104,0,83.6309485375104,84.67018138985574,-0.2183493229606483,85.89815344618144,-0.3612702930370858,88.36059317371421,-0.3442025315758116,5,1,357.0,0,0,-0.1372787721132651,0.9905324521322229,3.0838989066292264,0.3892823632682234,91.90191636342769
A10,2025-03-28,83.51028410065499,,0,0,0,83.51028410065499,0,83.51028410065499,84.36550396843909,-0.3046774214166398,85.60650527966204,-0.2916481665194112,88.0381562712133,-0.3224369025009139,5,1,358.0,0,0,-0.1202080448993527,0.9927487224577402,3.0720462101610337,0.38778619045843365,91.7257850352824
A10,2025-03-29,83.2758910868255,,0,0,0,83.2758910868255,0,83.2758910868255,84.04795980531158,-0.317544163127524,85.32653790677291,-0.2799673728891179,87.7362681305037,-0.3018881407095966,5,1,359.0,0,0,-0.1031016974474354,0.9946708199115212,3.0602390684979173,0.38629576805834126,91.55273364456524
A10,2025-03-30,83.12770454784251,,0,0,0,83.12770454784251,0,83.12770454784251,83.76370419282213,-0.2842556124894478,84.99977412430904,-0.3267637824638683,87.48340510579163,-0.2528630247120664,5,1,360.0,0,0,-0.0859647987374467,0.9962981749346076,3.0484773065539574,0.38481107396674813,91.38270931044451
A10,2025-03-31,83.19147106867547,,0,0,0,83.19147106867547,0,83.19147106867547,83.55184433082131,-0.2118598620008031,84.72140553081617,-0.2783685934928826,87.20253511853335,-0.2808699872582967,5,1,361.0,0,0,-0.0688024268023206,0.9976303053065856,3.0367607499161613,0.38333208616740017,91.21565844217214
A10,2025-04-01,82.72492609075037,,0,0,0,82.72492609075037,0,82.72492609075037,83.36280237264052,-0.1890419581808069,84.43101195301496,-0.2903935778012188,86.93288995066577,-0.2696451678675743,5,1,362.0,0,0,-0.0516196672232541,0.998666816288476,3.0250892248418784,0.3818587827286608,91.051526754245
A10,2025-04-02,81.74885911367637,,0,0,0,81.74885911367637,0,81.74885911367637,83.0300120779908,-0.3327902946497098,84.14009819361483,-0.2909137594001151,86.58984403827544,-0.3430459123903285,5,1,363.0,0,0,-0.0344216116227458,0.9994074007397048,3.013462558256221,0.3803911418031859,90.89025928177436
A10,2025-04-03,82.32049068886931,,0,0,0,82.32049068886931,0,82.32049068886931,82.84280381389921,-0.1872082640915847,83.85001934830129,-0.2900788453135229,86.2932384625227,-0.2966055757527286,5,1,364.0,0,0,-0.0172133561558352,0.9998518392091162,3.0018805777495006,0.3789291416275995,90.73180039606004
A10,2025-04-04,81.9255455135972,,0,0,0,81.9255455135972,0,81.9255455135972,82.61641258717668,-0.2263912267225407,83.6344294626588,-0.2155898856425163,86.00024554556283,-0.2929929169598698,5,1,365.0,0,0,6.432490598706546e-16,1.0,2.990343111574671,0.37747276052217155,90.57609382036337
A10,2025-04-05,81.81042985074609,,0,0,0,81.81042985074609,0,81.81042985074609,82.40706098202247,-0.2093516051542008,83.3789230493371,-0.2555064133216916,85.70060008636007,-0.2996454592027514,5,1,366.0,0,0,0.0172133561558339,0.9998518392091162,2.97884998864478,0.3760219768904959,90.4230826458755
A10,2025-04-06,,,0,0,1,81.47752535629402,0,81.47752535629402,82.17132109751553,-0.2357398845069269,83.11084472450881,-0.268078324828276,85.40916674858506,-0.2914333377750106,5,1,367.0,0,0,0.0344216116227462,0.9994074007397048,2.9674010385304337,0.3745767692191704,90.27270934787526
A10,2025-04-07,81.14462086184197,,0,0,0,81.14462086184197,0,81.14462086184197,81.87891392511075,-0.2924071724047853,82.84598652628037,-0.264858198228445,85.12840106507191,-0.2807656835131562,5,1,368.0,0,0,0.0516196672232528,0.998666816288476,2.9559960914572674,0.3731371160774778,90.12491580207248
A10,2025-04-08,81.11915645752491,,0,0,0,81.11915645752491,0,81.11915645752491,81.64951826322142,-0.2293956618893519,82.60896428326996,-0.2370222430104121,84.79886333245078,-0.3295377326211361,5,1,369.0,0,0,0.0688024268023201,0.9976303053065856,2.944634978303431,0.3717029961170679,89.9796433011317
A10,2025-04-09,80.81690021266884,,0,0,0,80.81690021266884,0,80.81690021266884,81.51638127736318,-0.133136985858219,82.39354297758015,-0.2154213056898119,84.47686026417843,-0.3220030682723565,5,1,370.0,0,0,0.0859647987374462,0.9962981749346078,2.933317530597078,0.3702743880716411,89.83683257137108
A10,2025-04-10,80.50630880047423,,0,0,0,80.50630880047423,0,80.50630880047423,81.25721243616388,-0.2591688411992976,82.15540415253015,-0.2381388250500075,84.20741394587434,-0.2694463183040833,5,1,371.0,0,0,0.1031016974474349,0.9946708199115212,2.9220435805138703,0.3688512707566329,89.69642378963218
A10,2025-04-11,,大维护,0,1,1,87.9907717256034,0,87.9907717256034,82.12367332359335,0.8664608874294564,82.44605903173634,0.2906548792061992,84.17210623895889,-0.0353077069154432,5,2,372.0,0,1,0.1202080448993522,0.9927487224577404,2.9108129608744875,0.3674336230688997,89.55835660031491
A10,2025-04-12,95.47523465073256,,0,0,0,95.47523465073256,0,95.47523465073256,84.07578829501998,1.9521149714266368,83.24372240174151,0.7976633700051707,84.42511384070177,0.2530076017428797,5,2,373.0,0,1,0.1372787721132647,0.9905324521322229,2.899625505142147,1.3621780112069817,102.56811726480977
A10,2025-04-13,96.50564335319989,,0,0,0,96.50564335319989,0,96.50564335319989,86.22266229457796,2.1468739995579784,84.12570588616649,0.8819834844249584,84.72612189646969,0.3010080557679203,5,2,374.0,0,1,0.1543088206642814,0.9880226656636976,2.8884810474201377,1.3569425988308572,102.38402638606159
A10,2025-04-14,95.13945765542866,,0,0,0,95.13945765542866,0,95.13945765542866,88.22192469366178,1.9992623990838123,84.92648942667223,0.800783540505743,84.96313177549064,0.2370098790209373,5,2,375.0,0,1,0.1712931441814773,0.9852201067560606,2.8773794224493567,1.351727308305565,102.20228719469151
A10,2025-04-15,93.8579699404642,,0,0,0,93.8579699404642,0,93.8579699404642,90.04175519122452,1.819830497562754,85.63758935145812,0.7110999247859146,85.17949744113714,0.2163656656465159,5,2,376.0,0,1,0.1882267098432443,0.9821256058680006,2.866320465605861,1.3465320622945258,102.0228366324877
A10,2025-04-16,94.83936665761672,,0,0,0,94.83936665761672,0,94.83936665761672,92.04496468335996,2.0032094921354093,86.44521872258254,0.8076293711244223,85.43811533779875,0.2586178966616018,5,2,377.0,0,1,0.2051044998686187,0.9787400799669153,2.8553040128984244,1.341356783758398,101.84561119914417
A10,2025-04-17,94.24423621903183,,0,0,0,94.24423621903183,0,94.24423621903183,94.00752574315388,1.9625610597939436,87.2782438629396,0.8330251403570306,85.70917102827721,0.2710556904784577,5,2,378.0,0,1,0.2219215130041654,0.9750645322571948,2.844329900966108,1.3362013959539327,101.6705469701702
A10,2025-04-18,94.1115932423457,,0,0,0,94.1115932423457,0,94.1115932423457,94.88192881697422,0.8744030738203301,88.06431736650468,0.7860735035650929,85.95716835740299,0.2479973291257849,5,2,379.0,0,1,0.2386727660059495,0.9711000518829506,2.8333979670758347,1.331065822432838,101.49757961492843
A10,2025-04-19,94.33457093475556,,0,0,0,94.33457093475556,0,94.33457093475556,94.71897685754892,-0.1629519594252855,88.89158572791524,0.8272683614105565,86.26300759528701,0.30583923788402,5,2,380.0,0,0,0.2553532951161867,0.9668478136052776,2.822508049119979,1.3259499870406442,101.32664441479722
A10,2025-04-20,92.65876025462651,,0,0,0,92.65876025462651,0,92.65876025462651,94.1694221291813,-0.5495547283676204,89.61480775484058,0.7232220269253626,86.49686540208884,0.2338578068018355,5,2,381.0,0,0,0.2719581575341047,0.9623090774541488,2.8116599856139626,1.320853813915574,101.15767628145122
A10,2025-04-21,91.65664997796831,,0,0,0,91.65664997796831,0,91.65664997796831,93.6718781752584,-0.4975439539229062,90.2934160629522,0.6786083081116193,86.70213039373053,0.2052649916416716,5,2,382.0,0,0,0.2884824328806085,0.9574851883550394,2.8008536156938564,1.3157772274874189,100.99060977525491
A10,2025-04-22,92.54576616950555,,0,0,0,92.54576616950555,0,92.54576616950555,93.4844204936929,-0.1874576815655168,91.05349241679646,0.7600763538442398,86.94973947153842,0.2476090778078974,5,2,383.0,0,0,0.304921224656288,0.9523775757303976,2.7900887791140008,1.3107201524764176,100.82537912376381
A10,2025-04-23,92.50259373525732,,0,0,0,92.50259373525732,0,92.50259373525732,93.15059579049868,-0.3338247031941981,91.81238823531196,0.7588958185154941,87.21067625929095,0.260936787752541,5,2,384.0,0,0,0.3212696616923639,0.9469877530760756,2.779365316244624,1.3056825138921402,100.66191824032765
A10,2025-04-24,92.57917453032772,,0,0,0,92.57917453032772,0,92.57917453032772,92.91272983496954,-0.2378659555291571,92.5965398564892,0.7841516211772596,87.49504141703467,0.2843651577437238,5,2,385.0,0,0,0.3375228995941138,0.9413173175128468,2.768683068069479,1.3006642370323758,100.50016074279006
A10,2025-04-25,92.2867310649586,,0,0,0,92.2867310649586,0,92.2867310649586,92.65203523819994,-0.2606945967695862,93.38190134078816,0.7853614842989581,87.76865274665916,0.2736113296244752,5,2,386.0,0,0,0.3536761221763716,0.9353679493131484,2.7580418761834844,1.2956652474820247,100.34003997227916
A10,2025-04-26,92.12122963202393,,0,0,0,92.12122963202393,0,92.12122963202393,92.335843623524,-0.3161916146759458,93.6572652012162,0.2753638604280354,88.05166211647628,0.2830093698171173,5,2,387.0,0,0,0.3697245428906735,0.9291414114031742,2.747441582790372,1.2906854711119957,100.18148901208367
A10,2025-04-27,92.0517435272615,,0,0,0,92.0517435272615,0,92.0517435272615,92.24912694818612,-0.0867166753378622,93.42903245965148,-0.2282327415647368,88.33637743069649,0.2847153142202169,5,2,388.0,0,0,0.3856634062436069,0.9226395488404876,2.7368820307003525,1.285724834078106,100.02444070660874
A10,2025-04-28,91.52780981759076,,0,0,0,91.52780981759076,0,91.52780981759076,92.23072121098934,-0.0184057371967948,93.09717689061084,-0.3318555690406081,88.61144138838866,0.2750639576921751,5,2,389.0,0,0,0.4014879892059733,0.915864288267287,2.7263630633277804,1.2807832628199864,99.8688276804058
A10,2025-04-29,91.22416341814744,,0,0,0,91.22416341814744,0,91.22416341814744,92.04192081793818,-0.1888003930511632,92.8361572747921,-0.2610196158187487,88.88132335073216,0.2698819623434971,5,2,390.0,0,0,0.4171936026123165,0.908817637339503,2.715884524688835,1.2758606840599906,99.71458235727103
A10,2025-04-30,90.92696695593114,,0,0,0,90.92696695593114,0,90.92696695593114,91.81683127803444,-0.2250895399037407,92.64075707582325,-0.1954001989688701,89.13917321364069,0.2578498629085222,5,2,391.0,0,0,0.4327755925504312,0.901501684131884,2.7054462593992037,1.270957024802109,99.56163697940667
A10,2025-05-01,90.37988718266703,,0,0,0,90.37988718266703,0,90.37988718266703,91.50264737122576,-0.3141839068086715,92.34345844415994,-0.2972986316633116,89.39433858337125,0.2551653697305553,5,2,392.0,0,0,0.4482293417404102,0.8939185965192572,2.695048112671782,1.2660722123308847,99.4099236266393
A10,2025-05-02,90.35878297020854,,0,0,0,90.35878297020854,0,90.35878297020854,91.22722621483288,-0.2754211563928663,92.0844282275717,-0.2590302165882197,89.68133604525565,0.2869974618844054,5,2,393.0,0,0,0.4635502709028508,0.8860706215341381,2.6846899303143745,1.2612061742103375,99.25937423568973
A10,2025-05-03,90.22945968556688,,0,0,0,90.22945968556688,0,90.22945968556688,90.95697336533904,-0.2702528494938637,91.82561932378646,-0.258808903785255,89.94496834514557,0.2636322998899189,5,2,394.0,0,0,0.4787338401157878,0.8779600847008885,2.6743715587274113,1.256358838282888,99.10992061948846
A10,2025-05-04,90.12980990472428,,0,0,0,90.12980990472428,0,90.12980990472428,90.6824114192623,-0.2745619460767464,91.54530192178436,-0.2803174020020852,90.2184438248498,0.2734754797042356,5,2,395.0,0,0,0.493775550159977,0.8695893893466111,2.6640928449016683,1.2515301326682884,98.96149448653117
