filter_no,date,permeability_raw,maintenance_type,is_mid_maintenance,is_big_maintenance,missing_before_interpolation,permeability_interp,is_outlier_corrected,permeability_clean,permeability_ma7,local_decline_7d,permeability_ma15,local_decline_15d,permeability_ma30,local_decline_30d,cum_mid_maintenance,cum_big_maintenance,day_index,recent_mid_maintenance,recent_big_maintenance,season_sin,season_cos
A10,2024-07-14,138.4772809593395,,0,0,0,138.4772809593395,0,138.4772809593395,138.40779906335447,0.026663073206074323,138.87819859319035,-0.17446315025368145,139.81364748363305,-0.05970895578629628,1,0,101.0,0,0,0.9859481499638304,-0.16705162550211924
A10,2024-07-15,137.11180640352177,,0,0,0,137.11180640352177,0,137.11180640352177,138.0449896254567,-0.3628094378977461,138.74716544008433,-0.13103315310598873,139.65878557793545,-0.15486190569761124,1,0,102.0,0,0,0.9829265519799822,-0.18399835165768005
A10,2024-07-16,138.082443789645,,0,0,0,138.082443789645,0,138.082443789645,137.7992811342877,-0.24570849116899954,138.6189548260657,-0.12821061401863668,139.54181249090823,-0.11697308702722371,1,0,103.0,0,0,0.9796136916454901,-0.20089055513063506
A10,2024-07-17,139.29526980596924,,0,0,0,139.29526980596924,0,139.29526980596924,137.9163364184431,0.11705528415539236,138.52455600109082,-0.09439882497487323,139.50537134120697,-0.03644114970127058,1,0,104.0,0,0,0.9760105506323683,-0.21772323039653177
A10,2024-07-18,136.2888367609695,,0,0,0,136.2888367609695,0,136.2888367609695,137.99095098576905,0.07461456732592962,138.34351390431937,-0.1810420967714606,139.31614199014888,-0.18922935105806574,1,0,105.0,0,0,0.9721181966290613,-0.23449138957040985
A10,2024-07-19,138.1204831033995,,0,0,0,138.1204831033995,0,138.1204831033995,137.84072828821144,-0.1502226975576093,138.28086032719972,-0.06265357711964915,139.229103619731,-0.08703837041789579,1,0,106.0,0,0,0.9679377830240642,-0.25119006388481935
A10,2024-07-20,137.7578794524525,,0,0,0,137.7578794524525,0,137.7578794524525,137.87628575361387,0.035557465402429704,138.21220034386812,-0.0686599833315995,139.13298040777696,-0.09612321195404168,1,0,107.0,0,0,0.9634705485641488,-0.2678143051621742
A10,2024-07-21,136.73379336424574,,0,0,0,136.73379336424574,0,136.73379336424574,137.6272160971719,-0.24906965644196685,138.0357163713721,-0.17648397249601733,138.9395500804161,-0.19343032736086438,1,0,108.0,0,0,0.9587178169872964,-0.2843591872810034
A10,2024-07-22,138.6491791565735,,0,0,0,138.6491791565735,0,138.6491791565735,137.84684077617928,0.2196246790073896,138.05961901868386,0.023902647311767094,138.8587732183498,-0.08077686206628319,1,0,109.0,0,0,0.9536809966304457,-0.30081980763566735
A10,2024-07-23,137.29968708156775,,0,0,0,137.29968708156775,0,137.29968708156775,137.7350183893111,-0.1118223868681777,137.90283332620132,-0.15678569248254917,138.79109721763083,-0.06767600071898983,1,0,110.0,0,0,0.9483615800121715,-0.3171912885891061
A10,2024-07-24,136.3600771248645,,0,0,0,136.3600771248645,0,136.3600771248645,137.31570514915327,-0.41931324015782173,137.6733449193371,-0.22948840686423372,138.66355507496638,-0.12754214266446126,1,0,111.0,0,0,0.9427611433904207,-0.3334687789181868
A10,2024-07-25,,大维护,0,1,1,140.68817509079236,0,140.68817509079236,137.9441820534137,0.6284769042604077,137.82083107093115,0.14748615159405745,138.65595254871295,-0.007602526253395089,1,1,112.0,0,1,0.9368813462954315,-0.3496474552512284
A10,2024-07-26,145.01627305672025,,0,0,0,145.01627305672025,0,145.01627305672025,138.9292949038881,0.985112850474394,138.43748028873327,0.6166492178021504,138.86035104094566,0.20439849223268614,1,1,113.0,0,1,0.9307239310379795,-0.36572252349726897
A10,2024-07-27,145.5905922226545,,0,0,0,145.5905922226545,0,145.5905922226545,140.04825387105979,1.1189589671717133,138.8653836378234,0.4279033490901156,139.0419356759422,0.18158463499654545,1,1,114.0,0,1,0.9242907221930933,-0.3816892202666588
A10,2024-07-28,144.9730533924295,,0,0,0,144.9730533924295,0,144.9730533924295,141.2252910179432,1.177037146883395,139.36298871767633,0.4976050798529343,139.20782523056016,0.16588955461797733,1,1,115.0,0,1,0.9175836260593937,-0.39754281428255595
A10,2024-07-29,145.0796806978125,,0,0,0,145.0796806978125,0,145.0796806978125,142.14393409526306,0.9186430773198586,139.80314870024122,0.44015998256486644,139.34067364671577,0.13284841615559248,1,1,116.0,0,1,0.9106046300942162,-0.4132786077829042
A10,2024-07-30,144.007969467768,,0,0,0,144.007969467768,0,144.007969467768,143.10226015043452,0.9583260551714626,140.2628929045243,0.4597442042830816,139.5050291723043,0.16435552558854644,1,1,117.0,0,1,0.9033558023246845,-0.4288919379124835
A10,2024-07-31,144.014218454439,,0,0,0,144.014218454439,0,144.014218454439,144.1957089118023,1.0934487613677877,140.6583445488439,0.3954516443196004,139.63864968745477,0.13362051515048184,1,1,118.0,0,1,0.895839290734909,-0.4443781781046132
A10,2024-08-01,144.88459633233475,,0,0,0,144.88459633233475,0,144.88459633233475,144.79519766059408,0.5994887487917708,141.03096631726828,0.3726217684243674,139.77776115917956,0.13911147172474708,1,1,119.0,0,1,0.8880573226294932,-0.45973273945210397
A10,2024-08-02,148.10867987262574,,0,0,0,148.10867987262574,0,148.10867987262574,145.23697006286628,0.44177240227221304,141.8189558580453,0.7879895407770827,140.08123488118235,0.30347372200281103,1,1,120.0,0,0,0.8800122039735357,-0.47495107206704995
A10,2024-08-03,143.92727723008676,,0,0,0,143.92727723008676,0,143.92727723008676,144.9993536353566,-0.23761642750967635,142.20607546649117,0.38711960844581766,140.24346789684543,0.16223301566308426,1,1,121.0,0,0,0.8717063187093218,-0.4900286664290592
A10,2024-08-04,144.475226360794,,0,0,0,144.475226360794,0,144.475226360794,144.92823548798012,-0.07111814737649931,142.65389859371393,0.4478231272227674,140.433049468791,0.18958157194558395,1,1,122.0,0,0,0.8631421280499114,-0.5049610547215204
A10,2024-08-05,145.946970071899,,0,0,0,145.946970071899,0,145.946970071899,145.05213396999247,0.12389848201235461,143.26811037422416,0.6142117805102164,140.6519133727981,0.21886390400709957,1,1,123.0,0,0,0.854322169749827,-0.5197438121555155
A10,2024-08-06,144.5001870619215,,0,0,0,144.5001870619215,0,144.5001870619215,145.12245076915727,0.07031679916478797,143.658177567914,0.39006719368986753,140.85889829329892,0.2069849205008173,1,1,124.0,0,0,0.8452490573530633,-0.5343725582809786
A10,2024-08-07,145.23245850196824,,0,0,0,145.23245850196824,0,145.23245850196824,145.29648506166146,0.17403429250417649,144.1870289959407,0.528851428026699,141.04493116107102,0.18603286777207492,1,1,125.0,0,0,0.8359254794186372,-0.548842958284719
A10,2024-08-08,141.8079697507435,,0,0,0,141.8079697507435,0,141.8079697507435,144.85696697857696,-0.43951808308446516,144.550221837666,0.3631928417252671,141.11178337850154,0.0668522174305167,1,1,126.0,0,0,0.8263541987239096,-0.5631507242749186
A10,2024-08-09,142.9276372532305,,0,0,0,142.9276372532305,0,142.9276372532305,144.11681803294908,-0.7401489456278918,144.69951931516187,0.1492974774958763,141.2601751930465,0.14839181454496686,1,1,127.0,0,0,0.8165380514459161,-0.5772916165517272
A10,2024-08-10,144.415178552475,,0,0,0,144.415178552475,0,144.415178552475,144.1865182218617,0.06970018891260565,144.65944634821216,-0.040072966949683556,141.54846331847273,0.28828812542623344,1,1,128.0,0,0,0.8064799463209448,-0.5912614448635781
A10,2024-08-11,145.36739634050798,,0,0,0,145.36739634050798,0,145.36739634050798,144.31397107610653,0.12745285424485278,144.64456662273577,-0.014879725476434184,141.75497513027958,0.20651181180684072,1,1,129.0,0,0,0.7961828637826158,-0.6050560696488488
A10,2024-08-12,142.916641529659,,0,0,0,142.916641529659,0,142.916641529659,143.8810669986437,-0.4329040774628571,144.50747249855104,-0.13709412418470113,141.93523060811367,0.18025547783411658,1,1,130.0,0,0,0.7856498550787147,-0.6186714032625031
A10,2024-08-13,143.58672453543124,,0,0,0,143.58672453543124,0,143.58672453543124,143.7505723520022,-0.13049464664146626,144.40794208772562,-0.09953041082541744,142.10554539398342,0.1703147858697245,1,1,131.0,0,0,0.7748840413670407,-0.6321034111873487
A10,2024-08-14,141.860654949065,,0,0,0,141.860654949065,0,141.860654949065,143.26888613015888,-0.48168622184331866,144.26478778647876,-0.14315430124686562,142.26384034550154,0.158294951518108,1,1,132.0,0,0,0.7638886127905428,-0.6453481132295501
A10,2024-08-15,144.5707033574025,,0,0,0,144.5707033574025,0,144.5707033574025,143.6635623596816,0.3946762295227139,144.30188678000965,0.03709899353089933,142.48011566442676,0.21627531892524984,1,1,133.0,0,0,0.7526668275320085,-0.6584015846980488
A10,2024-08-16,140.14782163802366,,0,0,0,140.14782163802366,0,140.14782163802366,143.2664458432235,-0.3971165164581204,143.98610180038892,-0.31578497962073965,142.50853405882856,0.028418394401813884,1,1,134.0,0,0,0.7412220108485958,-0.6712599575675313
A10,2024-08-17,,,0,0,1,142.16865968175335,0,142.16865968175335,142.94551457597754,-0.32093126724594917,143.59010045433075,-0.39600134605815923,142.70452815618805,0.19599409735946172,1,1,135.0,0,0,0.7295575540864875,-0.6839194216246106
A10,2024-08-18,144.18949772548302,,0,0,0,144.18949772548302,0,144.18949772548302,142.77724334525968,-0.16827123071785113,143.6075818206905,0.01748136635975091,142.90682864359084,0.2023004874027843,1,1,136.0,0,0,0.717676913675962,-0.6963762255968722
A10,2024-08-19,142.12515184966924,,0,0,0,142.12515184966924,0,142.12515184966924,142.66417339097544,-0.11306995428425028,143.45091018661552,-0.1566716340749849,143.05240439016472,0.14557574657389125,1,1,137.0,0,0,0.705583610107178,-0.7086266782644596
A10,2024-08-20,141.461616211646,,0,0,0,141.461616211646,0,141.461616211646,142.36058648757754,-0.3035869033978916,143.15188659593198,-0.29902359068353235,143.20999848507805,0.15759409491334206,1,1,138.0,0,0,0.6932812268869777,-0.7206671495538609
A10,2024-08-21,141.04906503149851,,0,0,0,141.04906503149851,0,141.04906503149851,142.24464507078233,-0.11594141679521337,142.9218117939038,-0.23007480202819958,143.28999468090888,0.07999619583083396,1,1,139.0,0,0,0.6807734094770161,-0.7324940716135789
A10,2024-08-22,142.8695439136385,,0,0,0,142.8695439136385,0,142.8695439136385,142.00162229310175,-0.2430227776805712,142.7642841546818,-0.15752763922198293,143.47565657531126,0.18566189440235803,1,1,140.0,0,0,0.6680638642135335,-0.7441039398713607
A10,2024-08-23,144.346868559462,,0,0,0,144.346868559462,0,144.346868559462,142.60148613902152,0.5998638459197626,142.93354407526303,0.16925992058123332,143.7418829564645,0.2662263811532502,1,1,141.0,0,0,0.6551563572090853,-0.7554933140726803
A10,2024-08-24,143.67409813895975,,0,0,0,143.67409813895975,0,143.67409813895975,142.81654877576528,0.21506263674377074,142.98330813431164,0.049764059048616596,143.84141372473675,0.09953076827224644,1,1,142.0,0,0,0.6420547132365637,-0.766658819300159
A10,2024-08-25,141.372426666719,,0,0,0,141.372426666719,0,141.372426666719,142.41411005308473,-0.4024387226805735,142.78045800859456,-0.202850125717066,143.71995217840336,-0.12146154633337479,1,1,143.0,0,0,0.6287628145958344,-0.7775971469736269
A10,2024-08-26,142.6764209708072,,0,0,0,142.6764209708072,0,142.6764209708072,142.49286278467585,0.07875273159113558,142.60105965061453,-0.17939835798005296,143.62281313667515,-0.09713904172824357,1,1,144.0,0,0,0.6152845999633276,-0.7883050558305255
A10,2024-08-27,143.66519762376456,,0,0,0,143.66519762376456,0,143.66519762376456,142.8076601292642,0.3147973445883646,142.65096339022156,0.04990373960703778,143.57921794438633,-0.04359519228883168,1,1,145.0,0,0,0.6016240632249226,-0.7987793728863649
A10,2024-08-28,141.62457157178684,,0,0,0,141.62457157178684,0,141.62457157178684,142.8898753493054,0.08221522004119006,142.5201531926453,-0.1308101975762933,143.46404764018544,-0.11517030420085538,1,1,146.0,0,0,0.5877852522924732,-0.8090169943749473
A10,2024-08-29,141.77347792404953,,0,0,0,141.77347792404953,0,141.77347792404953,142.73329449364982,-0.1565808556555664,142.5143413909776,-0.005811801667698546,143.38956458872815,-0.07448305145728208,1,1,147.0,0,0,0.5737722679043246,-0.8190148866680801
A10,2024-08-30,141.74900069946622,,0,0,0,141.74900069946622,0,141.74900069946622,142.36217051365045,-0.37112397999939617,142.3262278804485,-0.18811351052908473,143.31405733022908,-0.0755072584990927,1,1,148.0,0,0,0.5595892624101765,-0.8287700871745038
A10,2024-08-31,140.8951305171141,,0,0,0,140.8951305171141,0,140.8951305171141,141.96517513910106,-0.3969953745493789,142.37604847238788,0.049820591939362655,143.18107513638836,-0.1329821938406885,1,1,149.0,0,0,0.545240438540651,-0.8382797052177744
A10,2024-09-01,140.48519102886695,,0,0,0,140.48519102886695,0,140.48519102886695,141.83842719083648,-0.1267479482645797,142.2638172288621,-0.11223124352576026,142.92695884159642,-0.25411629479195974,1,1,150.0,0,0,0.5307300481619334,-0.8475409228928311
A10,2024-09-02,139.654947099429,,0,0,0,139.654947099429,0,139.654947099429,141.40678806635387,-0.4316391244825987,141.96151385379184,-0.3023033750702685,142.78454783724115,-0.1424110043552588,1,1,151.0,0,0,0.5160623910158528,-0.8565509959010036
A10,2024-09-03,139.18537367003466,,0,0,0,139.18537367003466,0,139.18537367003466,140.76681321582103,-0.6399748505328416,141.7655286418162,-0.19598521197563817,142.60821941421585,-0.17632842302531154,1,1,152.0,0,0,0.5012418134457758,-0.865307254363206
A10,2024-09-04,139.79701167076965,,0,0,0,139.79701167076965,0,139.79701167076965,140.50573322996144,-0.2610799858595994,141.65455500575774,-0.11097363605842361,142.40322080084485,-0.20499861337097797,1,1,153.0,0,0,0.48627270710868997,-0.8738071036110808
A10,2024-09-05,138.65184763131913,,0,0,0,138.65184763131913,0,138.65184763131913,140.05978604528565,-0.4459471846757716,141.49474051241248,-0.1598144933452924,142.20827615315815,-0.194944647686746,1,1,154.0,0,0,0.4711595076738638,-0.8820480249558537
A10,2024-09-06,137.98388505100823,,0,0,0,137.98388505100823,0,137.98388505100823,139.52191238122026,-0.5378736640654276,141.16902992157046,-0.3257105908420177,141.9666570381261,-0.24161911503200031,1,1,155.0,0,0,0.4559066935084588,-0.8900275764346767
A10,2024-09-07,137.2555469430625,,0,0,0,137.2555469430625,0,137.2555469430625,139.00197187064146,-0.5199405105787979,140.6962751471438,-0.4727547744266322,141.8149096112034,-0.15174742692269944,1,1,156.0,0,0,0.440518784350495,-0.8977433935342337
A10,2024-09-08,135.6233939746639,,0,0,0,135.6233939746639,0,135.6233939746639,138.30742943432674,-0.6945424363147197,140.15956153619075,-0.5367136109530558,141.5714348352512,-0.2434747759522196,1,1,157.0,0,0,0.42500033996955416,-0.9051931898913974
A10,2024-09-09,135.81366489049108,,0,0,0,135.81366489049108,0,135.81366489049108,137.75867483304987,-0.5487546012768446,139.78897741777558,-0.370584118415195,141.2847177131851,-0.28671712206613054,1,1,158.0,0,0,0.4093559588156213,-0.9123747579707273
A10,2024-09-10,135.37657470894942,,0,0,0,135.37657470894942,0,135.37657470894942,137.214560695752,-0.544114137297892,139.3023210003184,-0.4866564174571844,140.95169032546647,-0.3330273877186187,1,1,159.0,0,0,0.39359027665646673,-0.9192859697186104
A10,2024-09-11,134.3629736950708,,0,0,0,134.3629736950708,0,134.3629736950708,136.43826955636644,-0.7762911393855509,138.68217273840546,-0.6201482619129176,140.66656806431354,-0.28512226115293987,1,1,160.0,0,0,0.3777079652039649,-0.9259247771938498
A10,2024-09-12,134.0351761669924,,0,0,0,134.0351761669924,0,134.0351761669924,135.77874506146262,-0.6595244949038204,138.1762130447525,-0.5059596936529639,140.34818311869887,-0.3183849456146286,1,1,161.0,0,0,0.36171373072976765,-0.9322892131745133
A10,2024-09-13,133.84028745662593,,0,0,0,133.84028745662593,0,133.84028745662593,135.18680254797943,-0.5919425134831856,137.64733368025762,-0.5288793644949067,140.0808375356176,-0.26734558308130263,1,1,162.0,0,0,0.3456123126707335,-0.9383773917408641
A10,2024-09-14,131.5214494481438,,0,0,0,131.5214494481438,0,131.5214494481438,134.36764576299106,-0.8191567849883857,136.96549693016945,-0.6818367500881607,139.64586240530895,-0.4349751303086227,1,1,163.0,0,0,0.3294084822245304,-0.9441875088341993
A10,2024-09-15,132.173532006066,,0,0,0,132.173532006066,0,132.173532006066,133.87480833890564,-0.4928374240854144,136.3840570294329,-0.5814399007365391,139.38005275091035,-0.2658096543985882,1,1,164.0,0,0,0.3131070409358269,-0.9497178427914316
A10,2024-09-16,131.06878251930195,,0,0,0,131.06878251930195,0,131.06878251930195,133.19696800016433,-0.677840338741305,135.75629646212857,-0.6277605673043335,139.01005684549534,-0.3699959054150469,1,1,165.0,0,0,0.29671281927349075,-0.9549667548552551
A10,2024-09-17,131.02712638653074,,0,0,0,131.02712638653074,0,131.02712638653074,132.5756182398188,-0.6213497603455258,135.181108414602,-0.5751880475265504,138.57131113419692,-0.43874571129840945,1,1,166.0,0,0,0.28023067519921585,-0.9599326896597447
A10,2024-09-18,130.44333896267565,,0,0,0,130.44333896267565,0,130.44333896267565,132.01567042090522,-0.5599478189135912,134.59830610077807,-0.5828023138239341,138.18191737129712,-0.3893937628997861,1,1,167.0,0,0,0.26366549272800704,-0.9646141756912435
A10,2024-09-19,130.08562156277966,,0,0,0,130.08562156277966,0,130.08562156277966,131.4514483345891,-0.564222086316103,133.95088009357875,-0.6474260071993323,137.80271754966824,-0.37919982162887794,1,1,168.0,0,0,0.24702218048093552,-0.9690098257244062
A10,2024-09-20,129.10948305799053,,0,0,0,129.10948305799053,0,129.10948305799053,130.77561913478405,-0.6758291998050571,133.31472245535684,-0.6361576382219065,137.40473148388463,-0.39798606578359946,1,1,169.0,0,0,0.23030567023061221,-0.9731183372332619
A10,2024-09-21,129.09911633028435,,0,0,0,129.09911633028435,0,129.09911633028435,130.42957154651842,-0.34604758826563803,132.72240454064192,-0.5923179147149256,136.9457172311062,-0.45901425277847163,1,1,170.0,0,0,0.21352091543979612,-0.9769384927771817
A10,2024-09-22,130.05064034086652,,0,0,0,130.05064034086652,0,130.05064034086652,130.12630130863278,-0.30327023788564134,132.24207743382885,-0.480327106813066,136.46917629048633,-0.47654094061984914,1,1,171.0,0,0,0.19667288979357647,-0.980469160361632
A10,2024-09-23,126.5812752654381,,0,0,0,126.5812752654381,0,126.5812752654381,129.48522884379508,-0.6410724648376933,131.63926951988046,-0.6028079139483878,135.8994155280356,-0.5697607624507218,1,1,172.0,0,0,0.1797665857255624,-0.9837092937736097
A10,2024-09-24,128.03923805873313,,0,0,0,128.03923805873313,0,128.03923805873313,129.0583876541097,-0.42684118968537227,131.12097439776326,-0.5182951221171966,135.4549759077694,-0.4444396202661958,1,1,173.0,0,0,0.16280701293851715,-0.986657932891657
A10,2024-09-25,127.36952951985789,,0,0,0,127.36952951985789,0,127.36952951985789,128.61927201942146,-0.4391156346882517,130.58717138515715,-0.5338030126061019,134.94474619273777,-0.5102297150316432,1,1,174.0,0,0,0.1457991969198751,-0.9893142039703663
A10,2024-09-26,127.71298310130925,,0,0,0,127.71298310130925,0,127.71298310130925,128.28032366778282,-0.33894835163863085,130.1438386789064,-0.4433327062507696,134.41300570865593,-0.5317404840818436,1,1,175.0,0,0,0.12874817745258132,-0.99167731989929
A10,2024-09-27,125.68960569679075,,0,0,0,125.68960569679075,0,125.68960569679075,127.79176975904,-0.48855390874282584,129.58746731422627,-0.5563713646801091,133.8818401794894,-0.5311655291665365,1,1,176.0,0,0,0.11165900712169512,-0.993746580436178
A10,2024-09-28,125.30133862736342,,0,0,0,125.30133862736342,0,125.30133862736342,127.24923008719415,-0.5425396718458464,129.01820405894213,-0.5692632552841672,133.33276886959985,-0.549071309889537,1,1,177.0,0,0,0.09453674981719912,-0.9955213724144752
A10,2024-09-29,124.94418063355708,,0,0,0,124.94418063355708,0,124.94418063355708,126.51973584329279,-0.7294942439013486,128.579719471303,-0.43848458763911535,132.77260820073622,-0.560160668863638,1,1,178.0,0,0,0.07738647923346301,-0.9970011699250151
A10,2024-09-30,123.8068552808494,,0,0,0,123.8068552808494,0,123.8068552808494,126.12339013120871,-0.3963457120840985,128.02194102295522,-0.5577784483477738,132.20299902619408,-0.5696091745421564,1,1,179.0,0,0,0.06021327736579302,-0.9981855344718586
A10,2024-10-01,,中维护,1,0,1,125.40644594723781,0,125.40644594723781,125.74727697242365,-0.3761131587850457,127.64445191815095,-0.3774891048042756,131.70037419013974,-0.5026248360543045,2,1,180.0,1,0,0.04302223300453059,-0.99907411510223
A10,2024-10-02,127.00603661362624,,0,0,0,127.00603661362624,0,127.00603661362624,125.69534941439056,-0.05192755803309369,127.376379266624,-0.26807265152696685,131.278743840613,-0.42163034952675865,2,1,181.0,1,0,0.02581844022713308,-0.9996666485105112
A10,2024-10-03,126.7841489655596,,0,0,0,126.7841489655596,0,126.7841489655596,125.5626588235692,-0.13269059082137907,127.13243326681625,-0.24394599980773723,130.86536968379716,-0.41337415681583567,2,1,182.0,1,0,0.008606996888688698,-0.9999629591162655
A10,2024-10-04,126.75203154570197,,0,0,0,126.75203154570197,0,126.75203154570197,125.71443394484221,0.15177512127303114,126.9101939323444,-0.22223933447184643,130.43053701296157,-0.43483267083558935,2,1,183.0,1,0,-0.008606996888688009,-0.9999629591162655
A10,2024-10-05,125.38911463131824,,0,0,0,125.38911463131824,0,125.38911463131824,125.72697337397861,0.012539429136402143,126.66216937056625,-0.24802456177815296,129.98844591296154,-0.44209110000002977,2,1,184.0,1,0,-0.02581844022713239,-0.9996666485105112
A10,2024-10-06,125.14490745776148,,0,0,0,125.14490745776148,0,125.14490745776148,125.75564863457926,0.028675260600627844,126.39855544573139,-0.26361392483485796,129.56047999318665,-0.4279659197748918,2,1,185.0,1,0,-0.04302223300453034,-0.99907411510223
A10,2024-10-07,124.42544538200082,,0,0,0,124.42544538200082,0,124.42544538200082,125.84401864902945,0.08837001445020169,126.02354244847369,-0.3750129972577137,129.13280994115127,-0.4276700520353899,2,1,186.0,1,0,-0.060213277365792774,-0.9981855344718586
A10,2024-10-08,126.78065214715035,,0,0,0,126.78065214715035,1,124.01734207017925,125.64557523802107,-0.19844341100836566,125.85261356878975,-0.1709288796839227,128.74594154433512,-0.3868683968161553,2,1,187.0,1,0,-0.07738647923346322,-0.9970011699250151
A10,2024-10-09,123.44767738873276,,0,0,0,123.44767738873276,0,123.44767738873276,125.13723820589345,-0.5083370321276399,125.54650952412307,-0.3061040446666918,128.33374196094317,-0.4121995833919442,2,1,188.0,0,0,-0.09453674981719933,-0.9955213724144752
A10,2024-10-10,121.96671652359892,,0,0,0,121.96671652359892,0,121.96671652359892,124.44903357132762,-0.6882046345658109,125.18632199103914,-0.36018753308393153,127.88674668809814,-0.4469952728450167,2,1,189.0,0,0,-0.11165900712169444,-0.9937465804361781
A10,2024-10-11,120.96688096069225,,0,0,0,120.96688096069225,0,120.96688096069225,123.62258348775481,-0.8264500835728167,124.73658184833134,-0.44974014270779983,127.44021026361887,-0.4465364244792847,2,1,190.0,0,0,-0.12874817745258066,-0.99167731989929
A10,2024-10-12,120.64870302327412,,0,0,0,120.64870302327412,0,120.64870302327412,122.9453818294628,-0.6772016582920161,124.4005216700969,-0.3360601782344418,126.99399449216159,-0.4462157714572754,2,1,191.0,0,0,-0.14579919691987442,-0.9893142039703664
A10,2024-10-13,119.93222712490513,,0,0,0,119.93222712490513,0,119.93222712490513,122.20071321048331,-0.7446686189794788,124.04258090326634,-0.35794076683055304,126.53039248110422,-0.46360201105736015,2,1,192.0,0,0,-0.16280701293851646,-0.9866579328916572
A10,2024-10-14,116.78064266627656,,0,0,0,116.78064266627656,1,119.19849661264004,121.45400624343178,-0.7467069670515392,123.65953530187186,-0.3830456013944693,126.11962738658742,-0.41076509451679233,2,1,193.0,0,0,-0.17976658572556214,-0.9837092937736098
A10,2024-10-15,117.90776138722708,,0,0,0,117.90776138722708,0,117.90776138722708,120.58120900301004,-0.8727972404217387,123.26626237563038,-0.39327292624148813,125.64410169929282,-0.47552568729463096,2,1,194.0,0,0,-0.19667288979357622,-0.9804691603616321
A10,2024-10-16,120.14397856326123,,0,0,0,120.14397856326123,1,117.92026928784362,119.7915792743116,-0.7896297286984476,122.76718393167077,-0.49907844395961265,125.20581792491086,-0.43828377438194416,2,1,195.0,0,0,-0.2135209154397959,-0.9769384927771817
A10,2024-10-17,118.00928256284396,,0,0,0,118.00928256284396,0,118.00928256284396,119.22623156563233,-0.5653477086792792,122.16740032828528,-0.5997836033854848,124.77188979745463,-0.43392812745622583,2,1,196.0,0,0,-0.23030567023061196,-0.973118337233262
A10,2024-10-18,116.60672636593678,,0,0,0,116.60672636593678,0,116.60672636593678,118.60335233781011,-0.6228792278222102,121.48890548831042,-0.6784948399748544,124.31066937756333,-0.4612204198912958,2,1,197.0,0,0,-0.24702218048093527,-0.9690098257244063
A10,2024-10-19,116.06126634445467,,0,0,0,116.06126634445467,0,116.06126634445467,117.9480042408359,-0.6553480969742083,120.77618780822726,-0.7127176800831535,123.84319087028584,-0.46747850727749996,2,1,198.0,0,0,-0.2636654927280072,-0.9646141756912435
A10,2024-10-20,116.49879845911478,,0,0,0,116.49879845911478,0,116.49879845911478,117.45751443143727,-0.4904898093986207,120.18350006341372,-0.5926877448135637,123.42283471698998,-0.42035615329585835,2,1,199.0,0,0,-0.2802306751992161,-0.9599326896597445
A10,2024-10-21,114.38996510498299,,0,0,0,114.38996510498299,0,114.38996510498299,116.77058135891484,-0.6869330725224359,119.46650390656181,-0.716996156851899,122.93252967614659,-0.4903050408433785,2,1,200.0,0,0,-0.2967128192734901,-0.9549667548552553
A10,2024-10-22,114.55220792949426,,0,0,0,114.55220792949426,0,114.55220792949426,116.29121657923872,-0.4793647796761178,118.80828807639472,-0.6582158301671038,122.4159152624342,-0.5166144137124088,2,1,201.0,0,0,-0.3131070409358267,-0.9497178427914317
A10,2024-10-23,113.2569668159924,,0,0,0,113.2569668159924,0,113.2569668159924,115.6250305118314,-0.6661860674073178,118.09092972611558,-0.7173583502791236,121.97177164745267,-0.44414361498152316,2,1,202.0,0,0,-0.3294084822245302,-0.9441875088341994
A10,2024-10-24,113.03344151015985,,0,0,0,113.03344151015985,0,113.03344151015985,114.91419607573367,-0.7108344360977311,117.39664733421073,-0.6942823919048606,121.47157842916688,-0.5001932182857762,2,1,203.0,0,0,-0.3456123126707333,-0.9383773917408642
A10,2024-10-25,112.45072845461365,,0,0,0,112.45072845461365,0,112.45072845461365,114.3204820884018,-0.5937139873318752,116.7622481296117,-0.6343992045990177,120.97428506032541,-0.4972933688414746,2,1,204.0,0,0,-0.3617137307297674,-0.9322892131745134
A10,2024-10-26,110.01658530771051,,0,0,0,110.01658530771051,1,111.56120080730058,113.67761558309407,-0.6428665053077266,116.13520278605226,-0.6270453435594447,120.43589231719179,-0.5383927431336223,2,1,205.0,0,0,-0.37770796520396466,-0.9259247771938499
A10,2024-10-27,112.5751711909543,,0,0,0,112.5751711909543,1,110.92483194551674,112.88133465258008,-0.7962809305140054,115.48694471420177,-0.648258071850492,119.94373319214932,-0.4921591250424669,2,1,206.0,0,0,-0.39359027665646645,-0.9192859697186105
A10,2024-10-28,110.24223053707668,,0,0,0,110.24223053707668,0,110.24223053707668,112.28880114287917,-0.5925335097009017,114.84094494167987,-0.6459997725218964,119.4417629224731,-0.5019702696762247,2,1,207.0,0,0,-0.4093559588156211,-0.9123747579707274
A10,2024-10-29,109.35328183459671,,0,0,0,109.35328183459671,0,109.35328183459671,111.54609741503667,-0.7427037278425063,114.18459728981033,-0.6563476518695552,118.92206629584108,-0.5196966266320122,2,1,208.0,0,0,-0.42500033996955394,-0.9051931898913975
A10,2024-10-30,108.80238478350559,,0,0,0,108.80238478350559,0,108.80238478350559,110.90972855325283,-0.6363688617838302,113.57757218289557,-0.6070251069147664,118.42191727926296,-0.5001490165781273,2,1,209.0,0,0,-0.4405187843504952,-0.8977433935342336
